Tower_ID,temperature_c,battery_health,Power_Consumption_W,signal_drop_rate,Fan_Speed_RPM,Humidity_Percent,Traffic_Load,Tower_Age_Years,hardware_failure
2431,27.1,46.32,1064,54,3478,87,3268,8,1
2432,67.2,45.76,1386,48,3083,82,2151,7,1
2433,57.2,46.97,646,70,883,61,3630,5,1
2434,55.4,50.77,943,92,2062,41,1354,1,1
2435,46.7,48.14,1912,68,824,24,3050,4,1
2436,55.8,42.44,1576,87,980,90,1388,4,1
2437,44.2,52.53,887,56,1620,74,4087,7,0
2438,45.7,44.51,2961,65,3351,23,2864,2,1
2439,44.1,43.36,518,80,1755,73,1389,14,1
2440,64,53.36,2178,74,3080,29,3623,6,1
2441,55.1,46.94,1095,61,1620,29,415,2,1
2442,28.8,42.09,2836,87,2516,67,3613,5,1
2443,25,53.42,1057,56,3346,28,1771,6,0
2444,60.9,42.6,2056,77,3038,48,2589,13,1
2445,39.3,45.51,2177,89,2706,79,2239,15,0
2446,34.6,49.85,883,58,2838,77,2215,15,0
2447,37.7,52.17,2538,96,2157,58,4675,11,0
2448,25,53.57,1620,48,3272,94,3606,15,1
2449,35,53.28,2240,79,1534,54,2116,15,0
2450,30.5,52.16,815,64,1035,63,1121,11,1
2451,54.2,45.86,1593,64,2897,88,2065,14,0
2452,24.3,48.61,1577,52,2648,67,4900,14,1
2453,39,53.45,2537,44,1672,82,2984,14,1
2454,47.1,53.5,2182,60,2370,78,267,1,0
2455,25.3,42.58,2089,50,2512,65,2495,8,1
2456,35.4,46.96,630,79,1158,55,4966,7,1
2457,38.4,43.89,823,41,932,40,4465,15,1
2458,35,42.62,1052,59,2311,42,1254,15,1
2459,29.5,51.47,1185,46,2468,62,4498,10,1
2460,62.2,51.8,946,74,1086,38,2280,1,1
2461,35.1,48.2,2888,68,1119,57,2118,9,1
2462,61.2,51.35,1959,76,1520,28,3538,12,1
2463,32.8,49.36,1672,78,1911,59,2348,14,0
2464,44.4,49.67,2193,70,2498,38,4311,10,0
2465,22.9,45.65,2564,46,3060,33,3392,2,1
2466,31.1,49.45,723,83,1577,31,3780,1,0
2467,44.7,43.24,2802,58,2113,49,1284,14,1
2468,28.4,51.64,1263,91,1885,51,2703,1,0
2469,51,49.1,2562,100,2344,55,2813,14,0
2470,47,42.09,2040,70,1300,95,4712,15,1
2471,48.8,44.62,1144,99,1191,30,2482,5,1
2472,47,47.64,2256,51,3107,94,1506,2,1
2473,29.3,43.17,1758,70,1646,91,4143,7,1
2474,28.4,43.24,1192,95,1409,74,1426,15,1
2475,24.3,42.2,877,77,2242,65,811,6,1
2476,58.3,53.13,2487,41,1805,45,1039,4,1
2477,68.7,53.19,1485,56,3332,82,3719,3,1
2478,48.8,44.94,2524,85,1167,43,3114,10,1
2479,36.5,43.87,2670,61,1793,92,3486,3,1
2480,44.1,53.47,2388,73,831,91,3760,5,1
2481,33.2,45.68,809,99,1438,47,1377,14,0
2482,67.3,53.08,1232,70,2269,88,2453,10,1
2483,64.9,42.8,2976,46,1241,71,864,3,1
2484,68.7,50.32,1883,100,3396,34,653,7,1
2485,30.1,48.76,1979,58,1379,45,213,10,0
2486,46.8,42.1,928,76,3086,53,779,14,1
2487,42.3,49.3,2825,83,3340,85,2573,12,0
2488,37.9,46.1,765,90,2339,22,1806,1,0
2489,37.9,46.45,986,44,1127,44,2585,2,1
2490,68.8,43.16,1292,62,1627,24,3843,14,1
2491,40.2,51.14,2124,72,2773,81,1021,3,0
2492,40.2,42.31,623,46,1397,71,677,12,1
2493,61.2,49.09,2604,94,3030,55,2920,15,1
2494,56,48.9,1335,87,2173,38,692,1,1
2495,61.6,48.6,2764,62,1502,37,4011,1,1
2496,33.7,44.41,2654,50,1571,77,3621,12,1
2497,46,46.27,2289,63,1316,86,1705,8,0
2498,58.5,44.72,2870,83,2600,32,532,7,1
2499,56.7,48.5,1448,51,1957,47,3115,8,1
2500,50.4,48.11,1222,81,2662,75,3067,7,0
2501,41.9,42.25,1632,71,2483,48,4975,13,1
2502,54.8,45.65,2460,86,3407,86,568,12,0
2503,43.9,51.03,825,50,2630,85,535,7,1
2504,51.1,44.76,2362,73,2600,92,3532,12,1
2505,23.3,52.45,2296,89,2995,33,3290,4,0
2506,56,43.35,2766,83,2699,45,3291,3,1
2507,28.8,50.65,2532,90,1013,46,3110,13,1
2508,43,53.48,1773,66,3325,79,350,10,0
2509,49.9,42.36,2690,60,1274,71,1755,8,1
2510,66.9,51.59,2049,48,3352,52,651,12,1
2511,20.7,43.55,806,40,1620,65,4639,9,1
2512,38.2,51,2234,59,2284,53,3511,9,0
2513,24.3,47.76,1506,72,811,73,3198,5,1
2514,27.6,46,2306,79,2155,34,2580,15,0
2515,34.9,50.72,540,76,3158,52,4507,7,0
2516,54.2,49.05,1955,89,2861,28,3095,10,0
2517,30.6,51.55,2814,74,2260,86,4383,14,0
2518,24.6,52.17,2410,79,1860,41,1864,11,0
2519,40.7,50.16,658,57,2064,31,2611,2,0
2520,59.2,46.48,1054,70,2604,50,3415,11,1
2521,39.7,53.11,505,96,3181,44,2370,4,0
2522,47.1,52.98,506,74,1957,72,578,12,0
2523,41.9,46.42,1250,92,2279,81,1053,9,0
2524,37.9,45.36,1143,88,3483,51,4493,6,0
2525,59.8,42.78,1952,51,2603,68,868,15,1
2526,49.1,44.88,730,58,1216,58,2207,2,1
2527,30.7,50.18,872,78,2771,33,4310,13,0
2528,53.6,52.69,2061,81,3054,34,4506,10,0
2529,38,52.23,2204,85,1698,86,4826,1,0
2530,48.8,44.16,1712,99,3466,91,406,3,1
2531,59.6,47.1,2340,57,3375,66,186,3,1
2532,59.7,53.43,2688,49,3208,55,1840,6,1
2533,29.7,43.23,2795,59,3074,69,3896,12,1
2534,52.4,45.74,1377,92,1043,50,3299,3,1
2535,56,48.83,2836,76,3160,62,3329,5,1
2536,61.3,47.48,1279,72,2324,91,1993,7,1
2537,44.9,53.6,2305,78,3309,23,2379,13,0
2538,58.5,48.59,2130,72,2277,34,316,11,1
2539,29.4,42.06,2929,60,2379,69,316,8,1
2540,37.6,46.45,2672,79,809,67,4573,8,1
2541,60.2,53.21,1253,46,1349,46,431,9,1
2542,30.2,53.81,734,91,967,63,2771,9,1
2543,41.3,48.5,1872,71,2971,86,1287,8,0
2544,20.4,52.32,2075,80,1486,37,3253,1,0
2545,66.2,42.07,844,56,2069,27,3193,11,1
2546,45.7,51.18,1803,74,1205,92,4409,12,0
2547,23.4,46.78,2817,77,3054,27,2112,8,0
2548,40.1,44.24,2486,51,2979,45,2647,6,1
2549,62.2,45.96,1761,73,2081,52,4214,6,1
2550,44.9,44.02,881,76,848,91,3901,14,1
2551,56.2,48.12,1049,78,1726,59,4567,12,1
2552,27.3,43.86,1776,65,1417,90,3061,13,1
2553,50,46.07,675,95,1820,94,3552,6,0
2554,22.8,52.29,2096,94,1078,94,3570,8,1
2555,55.4,42.41,2858,60,3429,55,3820,1,1
2556,64.7,43.81,2524,100,3348,30,553,1,1
2557,23.3,43.62,1352,52,3311,46,123,12,1
2558,62.3,44.75,1578,93,2787,84,3059,10,1
2559,21.1,45.9,1086,41,1870,31,970,15,1
2560,51.4,49.22,813,95,2639,76,4565,10,0
2561,47.1,49.36,2057,77,3154,76,1000,7,0
2562,64.3,49.67,2845,68,1583,46,2958,1,1
2563,68,47,1909,42,898,88,3023,4,1
2564,24.4,43.12,1586,58,2122,87,599,5,1
2565,39,51.66,725,94,885,50,1490,12,1
2566,24.1,48.7,1998,64,1765,62,3484,5,0
2567,34.2,51.09,865,97,1988,92,3056,10,0
2568,64.6,52.3,1305,42,3279,69,3144,15,1
2569,54.4,50.79,2083,44,1648,75,730,4,1
2570,50.8,46.77,1617,64,2325,60,1606,5,0
2571,41,46.89,1750,97,2253,36,1479,14,0
2572,44.3,45.22,2368,59,912,68,2957,14,1
2573,47.3,52.4,2593,66,844,94,1722,11,1
2574,62.7,49.04,1911,53,3275,29,1346,12,1
2575,51,47.25,2210,41,1090,91,2033,9,1
2576,37.9,53.91,1201,61,1224,30,2549,5,0
2577,54.9,47.32,2792,97,3401,46,4703,14,0
2578,26.2,47.47,2152,60,2919,65,594,9,0
2579,42,51.76,798,69,3359,39,4499,13,0
2580,29.4,49.21,2002,56,1973,37,2466,14,0
2581,34.5,50.73,2223,64,1341,68,3909,9,0
2582,47.9,43.71,1367,94,1444,41,594,7,1
2583,68.3,42.7,519,52,2279,75,4335,6,1
2584,23.4,44.84,822,96,2265,31,104,14,1
2585,32.1,52.3,842,92,3330,76,2208,6,0
2586,30.1,47.76,1862,91,1942,49,4357,7,0
2587,59.1,44.57,861,49,3211,32,1793,5,1
2588,34.3,48.2,1870,45,1430,50,3809,4,1
2589,48.7,51.48,2939,58,1844,24,3534,15,0
2590,23.6,42.13,2683,49,2081,48,201,14,1
2591,33.1,51.95,2706,79,3358,20,4857,10,0
2592,61.9,42.01,1631,49,1286,52,4562,6,1
2593,44.4,51.37,761,97,3263,20,814,13,0
2594,48.4,53.06,659,45,2518,56,2517,5,1
2595,33.5,50.73,1417,60,2891,52,4444,8,0
2596,41.3,52.84,1122,87,2828,57,4214,9,0
2597,27.6,53.3,2678,72,2214,44,3990,15,0
2598,52.5,50.86,1569,54,3017,33,1485,1,1
2599,45.4,50.08,2602,40,2171,66,4837,8,1
2600,32.3,48.33,1196,96,2489,89,1820,8,0
2601,24.5,42.58,1543,59,1063,30,1129,7,1
2602,36.7,45.85,2128,44,958,49,2956,1,1
2603,33.3,51.98,2503,83,3084,23,2365,9,0
2604,42.4,46.6,1647,56,2447,22,4449,4,0
2605,23.7,48.83,936,65,1080,23,866,10,1
2606,41.7,48.65,1518,86,1080,82,324,3,1
2607,32.5,52.62,2123,91,2723,42,4991,1,0
2608,48.6,48.87,2012,83,2305,67,1325,11,0
2609,42.8,45.19,2446,42,2954,65,237,10,1
2610,46.3,53.19,1065,84,1855,65,1269,15,0
2611,25.3,47.28,2867,84,1717,55,246,6,0
2612,64.7,47.22,2066,61,1645,41,4630,2,1
2613,54.9,48.62,634,48,2775,71,238,15,1
2614,29.9,53.12,2416,46,1560,25,2823,13,1
2615,54.7,49.17,2380,100,929,42,4412,15,1
2616,48.6,43.17,2071,47,2916,55,4228,7,1
2617,39.2,47.2,1672,62,1191,20,3263,10,1
2618,68.5,43.48,1857,72,2369,87,1614,12,1
2619,52.5,42.05,895,83,920,59,3599,10,1
2620,58.3,50.59,953,84,2113,21,3687,9,1
2621,65.8,50,1717,42,1812,43,3696,4,1
2622,22.6,45.67,1013,46,2029,20,4752,14,1
2623,29,44.86,2595,85,1035,55,2852,8,1
2624,42.9,44.94,2230,85,855,73,3155,5,1
2625,56.1,46.04,2695,97,2230,91,2320,9,1
2626,36,42.69,2877,40,2659,74,4725,5,1
2627,37.3,44.05,1360,46,1613,80,3758,3,1
2628,68.7,53.18,1651,85,1299,26,872,10,1
2629,31.8,46.68,1331,40,3304,83,544,10,1
2630,55.9,49.51,2075,41,2013,52,388,10,1
2631,55,45.75,1328,67,3446,40,524,1,0
2632,37.8,51.55,1497,56,842,43,2868,7,1
2633,28.8,53.01,559,47,1978,33,298,15,1
2634,38,44.15,2432,46,1263,89,129,13,1
2635,34.6,52.92,1592,84,1102,55,1300,10,1
2636,24.3,43.12,791,68,2514,69,389,15,1
2637,38.6,52.27,2137,78,2212,63,3465,4,0
2638,38,42.86,1017,52,2825,44,605,13,1
2639,48.8,53.96,2743,77,2760,39,1944,4,0
2640,45.2,47.98,844,56,1363,87,4925,9,0
2641,40.3,43.88,2054,86,3217,31,3727,7,1
2642,55.9,42.18,1253,66,1322,92,2034,14,1
2643,61.1,53.8,1532,75,2914,24,2259,12,1
2644,31.5,45.88,1961,76,2081,92,2969,12,0
2645,29.7,48.37,2810,84,1979,52,660,4,0
2646,64.3,46.5,1706,61,1438,21,417,5,1
2647,23.5,42.64,650,49,3329,53,2331,12,1
2648,43,42.23,1921,66,3424,72,3379,15,1
2649,52.4,47.03,1011,55,2186,73,4813,2,0
2650,68.7,49.33,1973,62,2175,77,4969,11,1
2651,50.8,43.82,2332,58,892,80,1415,12,1
2652,32.5,50.52,839,99,3036,21,3494,12,0
2653,50.8,46.57,1101,75,2211,74,1908,4,0
2654,47.6,53.51,2264,74,1854,51,1063,7,0
2655,58.8,43.55,1280,62,1965,65,741,9,1
2656,50.8,46.35,2675,56,1918,44,4797,15,0
2657,35.9,45.13,1032,73,1299,32,4236,7,0
2658,48.7,50.46,794,44,2165,39,184,9,1
2659,31.7,50.94,1809,69,1602,32,1955,12,0
2660,63.4,43.16,2602,44,3341,36,399,6,1
2661,30.9,51.86,2775,95,1467,39,728,9,0
2662,45.7,48.48,1081,53,3009,46,3232,2,1
2663,54.5,46.84,2867,66,3428,25,3184,7,0
2664,55.4,50.37,2121,75,1931,45,3736,6,1
2665,60.4,42.52,2045,63,3166,21,1784,3,1
2666,26.7,43.35,1462,42,1560,46,4431,9,1
2667,54.6,47.07,919,73,1487,51,3394,13,0
2668,39,47.58,1053,44,2033,26,2036,3,1
2669,22.5,48,1670,98,1607,89,3910,4,0
2670,60.2,44,2648,86,2750,71,1604,11,1
2671,60.1,42.11,2087,78,2411,43,3522,9,1
2672,58.3,50.94,1052,71,1665,28,1975,14,1
2673,40.6,43.17,1567,88,3250,38,1874,15,1
2674,65.3,53.24,1686,82,1397,50,4953,13,1
2675,33,44.42,2501,50,2195,92,678,4,1
2676,69.3,49.25,2073,77,2591,73,2480,2,1
2677,21.2,49.92,1406,98,2469,72,2876,3,0
2678,33.1,52.42,2539,54,1550,44,2515,1,1
2679,35.8,53.09,1908,95,938,70,3467,9,1
2680,33.3,46.4,2267,62,2887,63,3859,1,0
2681,41,49.29,2112,78,1769,71,1310,7,0
2682,43.9,50,1624,79,2412,31,174,12,0
2683,30.5,47.26,1761,83,2090,62,3799,1,0
2684,27.6,49.68,561,77,1107,60,928,11,1
2685,34.5,44.85,2020,75,1883,78,4536,8,1
2686,44.3,44.3,764,88,2838,64,1730,8,1
2687,47.7,48.43,2683,59,2741,54,1094,14,0
2688,38.6,53.18,1126,75,2694,85,3560,8,0
2689,54.8,46.38,2809,74,3461,95,1848,11,0
2690,38.2,52.89,1897,51,2271,95,376,9,1
2691,47.5,44.02,2110,60,3347,40,220,13,1
2692,49.5,48.41,782,41,2184,35,4509,2,1
2693,34.2,49.04,1759,40,2280,43,3471,5,1
2694,45.3,48.15,2967,91,3032,46,3787,11,0
2695,48.4,42.55,2934,85,2698,54,4421,7,1
2696,54.6,42.72,811,75,1805,69,4460,13,1
2697,48.6,42.79,2302,73,1393,53,955,4,1
2698,59.9,49.45,2739,46,2680,76,2424,5,1
2699,61.2,43.5,2467,62,1690,93,1342,12,1
2700,32.3,42.43,2130,57,2481,79,621,5,1
2701,56.8,52.86,2741,77,1367,55,4259,12,1
2702,63.1,49.24,2370,92,3288,89,2764,4,1
2703,44.8,43.33,1907,78,1657,32,2872,12,1
2704,64.7,42.53,1699,69,1177,49,3996,6,1
2705,38.9,53.11,2191,49,2269,29,4993,13,1
2706,34.5,44.38,2314,97,802,94,536,14,1
2707,33.3,47.39,1918,85,1878,79,154,6,0
2708,31.2,49,1351,52,2228,64,1879,11,1
2709,59.2,49.37,1339,66,1152,61,1931,6,1
2710,37.3,47.25,2800,64,2051,57,2921,4,0
2711,26.8,42.21,1230,74,1144,56,1143,4,1
2712,46.2,52.93,2766,43,1408,65,3388,12,1
2713,56.3,42.9,1838,50,2298,54,4962,5,1
2714,25.8,47.11,1388,95,849,74,3514,11,1
2715,69.7,53.14,2395,47,812,47,4073,4,1
2716,61.8,50.29,2184,72,1819,30,4320,8,1
2717,37,43.45,2308,77,1468,53,3315,6,1
2718,24.5,51.16,1530,82,1144,80,3254,6,1
2719,38.7,47.45,1114,72,1307,44,3821,10,0
2720,54.7,44.03,1227,59,960,88,298,7,1
2721,60.5,44.45,2828,45,2374,70,4351,1,1
2722,35.1,42.35,2686,70,3214,55,3089,5,1
2723,27.8,52.47,1873,55,2101,58,1945,4,0
2724,29.5,43.81,815,83,971,43,3194,14,1
2725,61.2,43.58,806,63,2328,44,4867,12,1
2726,44.7,51.07,1469,99,2126,26,1714,6,0
2727,20.3,53.98,764,91,2913,55,805,13,0
2728,42.4,43.55,2270,45,2074,44,1241,6,1
2729,45.2,53.04,1468,97,948,21,1645,1,1
2730,33.6,42.28,1964,98,2094,64,2194,13,1
2731,54.5,52.35,2392,52,3181,94,3376,3,1
2732,66.1,50.02,1321,57,3135,27,161,14,1
2733,62,50.71,1783,64,1951,91,3815,9,1
2734,27.3,50.57,1275,46,2736,27,129,3,1
2735,36.4,51.4,1189,45,2454,36,2053,12,1
2736,23.1,47.14,1040,99,2443,65,640,6,0
2737,53,44.52,622,55,2998,44,4561,14,1
2738,65.8,46.96,2407,42,2547,65,3898,13,1
2739,60.1,44.08,1096,75,1581,91,1245,15,1
2740,36,45.19,1954,42,2077,30,444,7,1
2741,36.5,43.04,710,78,1994,43,3741,2,1
2742,31.4,48.45,1890,48,1159,79,833,9,1
2743,53.1,51.2,2702,92,1932,84,339,11,0
2744,69,44.52,1671,71,2785,20,2609,7,1
2745,47,48.84,1781,99,2070,57,2381,2,0
2746,50.7,49.72,2712,66,3406,77,1394,13,0
2747,23.4,45.67,1789,81,3403,65,1785,1,0
2748,47.2,53.52,893,59,2883,69,3991,15,0
2749,39.2,52.14,2821,70,1852,70,3880,10,0
2750,62.2,53.32,2992,58,1962,68,2105,13,1
2751,59.1,44.06,900,51,3228,28,4866,13,1
2752,36.7,51.08,2586,62,1911,93,3665,3,0
2753,65.8,52.8,615,79,1165,20,714,13,1
2754,27.2,50.47,1604,55,838,41,920,10,1
2755,54.6,47.95,2847,74,1652,51,666,14,0
2756,59.3,42.04,2152,60,1111,33,3603,5,1
2757,20.3,42.51,2564,40,2140,24,1372,6,1
2758,64.2,50.84,685,95,2642,27,1277,12,1
2759,56.8,43.32,1745,77,2841,67,4087,9,1
2760,35.1,47.68,1724,57,2029,34,1926,14,0
2761,69.3,45.64,514,78,3236,79,2359,3,1
2762,54.6,47.84,1237,50,2629,25,3644,3,1
2763,44.6,49.15,2864,41,2230,39,2714,12,1
2764,53.1,53.5,1174,82,2599,50,3204,8,0
2765,69.6,45.38,1185,66,3457,24,1347,9,1
2766,48.9,44.49,1785,66,2670,55,2273,6,1
2767,35.7,46.97,2166,64,1785,58,2799,3,0
2768,36.9,45.81,1221,70,3325,49,3300,6,0
2769,37.6,52.07,1284,71,3381,58,2003,3,0
2770,63.4,46.03,2872,80,1919,36,2072,6,1
2771,52.7,47.33,719,51,3316,87,2613,9,1
2772,68.3,50.85,2276,64,812,55,2575,15,1
2773,46.8,48.75,703,86,1975,38,225,6,0
2774,67.3,43.42,2643,76,2711,30,4517,8,1
2775,24.9,42.99,921,53,3407,22,3839,9,1
2776,50.4,43.89,1830,52,2088,84,4869,1,1
2777,47,53.64,862,88,2152,88,4736,15,0
2778,52.3,53.98,1617,71,3420,63,549,1,0
2779,67.3,42.21,1276,80,2744,74,3081,1,1
2780,27.7,47.1,964,75,1706,25,2488,13,0
2781,30.6,51.52,1565,99,2696,94,1502,12,0
2782,40.8,47.3,1941,59,1825,48,4136,12,0
2783,20.6,49.74,678,61,2852,63,1932,14,0
2784,28.7,47.59,1344,100,1753,58,1020,10,0
2785,54.2,51.27,2220,63,2267,79,3863,5,0
2786,57.8,52.72,1497,47,1461,71,3942,4,1
2787,34.4,45.32,1999,88,2384,36,1848,4,0
2788,61.3,50.15,963,87,2780,25,417,13,1
2789,38,53.91,1042,61,839,22,1853,1,1
2790,58.8,46.85,596,44,1895,83,675,11,1
2791,32.4,45.48,1922,58,1578,54,1118,4,0
2792,25.7,50.21,2607,85,1216,60,2388,4,0
2793,58.5,52.84,1786,46,1292,80,1052,7,1
2794,23.6,42.29,1715,96,2250,79,2568,3,1
2795,39.5,49.77,2752,73,2160,44,1090,4,0
2796,32.9,45.5,907,82,807,83,4474,2,1
2797,69.6,53.86,2649,45,2146,87,4208,3,1
2798,26,52.67,2830,88,1640,81,106,13,0
2799,20.9,45.56,1460,91,2844,80,455,14,0
2800,39.7,48.52,1360,42,1717,38,2743,9,1
2801,36.2,43.9,1029,58,1463,29,3027,8,1
2802,22.5,51.58,1067,51,3466,48,841,12,1
2803,47.6,53.88,2711,40,2405,29,4633,3,1
2804,64.4,52.56,1886,65,3327,94,3642,11,1
2805,57.2,53.03,507,74,1608,93,3751,5,1
2806,53.9,44.55,1017,46,2614,68,1812,7,1
2807,64.5,45.65,807,91,2665,49,4761,7,1
2808,25.4,46.39,1668,85,1897,69,3424,8,0
2809,69,45.04,704,41,2667,39,3784,13,1
2810,52.5,51.43,963,53,2925,28,4140,15,1
2811,46.1,51.18,2144,68,2835,24,1253,10,0
2812,35.7,50.11,2445,66,1118,80,989,4,1
2813,25.3,44.89,2391,81,1392,53,3928,4,1
2814,48.7,52.5,1960,41,2882,52,3408,10,1
2815,68.4,52.35,2450,53,2667,29,220,13,1
2816,47.8,42.39,2969,86,2156,85,1179,3,1
2817,38.4,52.94,2190,84,3442,28,1608,1,0
2818,46.7,44.41,1157,43,1515,48,1878,13,1
2819,47.4,47.5,1782,66,2614,83,4503,12,0
2820,59.3,44.31,2703,67,1019,47,2558,1,1
2821,31.3,51.49,1829,57,1689,52,461,1,0
2822,28.6,46.72,558,45,2149,30,611,13,1
2823,23.4,52.72,710,74,3218,53,3866,9,0
2824,37,48.64,1009,69,2017,42,2180,7,0
2825,27.1,51.14,2232,47,2029,29,2114,6,1
2826,37.1,48.7,1346,70,1429,51,2238,14,0
2827,65.1,53.4,2747,77,3440,95,2659,3,1
2828,41.5,52.76,1677,81,1930,37,2388,10,0
2829,51,49.65,2910,89,1346,87,1358,1,0
2830,20.2,42.07,1984,92,1966,21,1758,1,1
2831,37.9,45.25,2276,92,1296,80,3561,8,0
2832,32.7,45.49,901,82,2689,42,3428,6,0
2833,34.5,46.46,2812,61,2439,91,1457,13,0
2834,23.5,42.97,1835,73,1686,50,667,7,1
2835,59.8,53.95,2962,82,912,63,749,6,1
2836,31.1,52.91,1641,91,2275,92,3159,3,0
2837,33.4,50.65,2755,61,1175,55,4742,15,1
2838,56.1,46.11,539,96,2139,58,3655,3,1
2839,50,52.7,1421,90,3446,39,3492,7,0
2840,68.6,42.89,1748,82,2378,24,1269,4,1
2841,32.9,43.17,1328,72,2886,85,4423,5,1
2842,31.1,49.25,924,68,2673,43,3817,15,0
2843,69.4,44.63,711,100,892,44,632,12,1
2844,43.8,50.31,683,58,1098,95,3822,11,1
2845,32.5,53.12,1844,76,3018,71,1864,1,0
2846,58.2,46.63,2263,57,2772,75,4374,4,1
2847,35.5,49.42,1397,98,950,58,1593,4,1
2848,50.4,42.9,1347,81,2721,48,2657,3,1
2849,31.2,49.62,2802,44,1183,41,3776,15,1
2850,37.8,50.36,1389,73,2291,73,4076,6,0
2851,64.9,43.55,2104,97,1792,77,1226,14,1
2852,45.2,46.14,2872,73,1897,79,2496,6,0
2853,52.8,46.31,1116,45,3492,70,1094,1,1
2854,21.2,50.76,2338,87,2684,85,4580,2,0
2855,54.7,46.92,2525,94,2630,55,408,9,0
2856,22.2,44.47,2513,97,1605,57,598,6,1
2857,25.2,50.54,2771,45,1210,65,1460,8,1
2858,56.2,45.13,1101,60,1999,82,3304,11,1
2859,34.8,47.74,567,66,2675,30,3253,7,0
2860,29.8,42.63,1088,71,1615,74,339,6,1
2861,47.9,46.65,536,62,1141,83,3501,3,1
2862,22.1,46.34,991,76,2196,63,563,1,0
2863,58.3,49.92,1968,86,1663,63,4280,13,1
2864,63.8,43.62,872,47,2466,77,2614,11,1
2865,68.2,47.68,776,86,898,79,3161,4,1
2866,54.9,43.69,2232,80,2013,20,3832,2,1
2867,29.1,53.91,2124,85,967,93,1756,5,1
2868,59.1,44.48,1011,44,2957,79,4346,3,1
2869,40.1,43.09,1053,63,2973,48,1257,15,1
2870,62.8,53.56,2339,50,3179,45,1850,10,1
2871,50.3,50.23,869,88,3019,87,143,13,0
2872,30.5,45.13,537,86,1935,63,2993,1,0
2873,20.5,49.56,815,72,1278,37,2411,15,0
2874,57.4,47.13,2994,78,2134,59,4242,9,1
2875,33.5,52.86,2113,90,2768,69,924,6,0
2876,57.9,43.18,1076,52,1228,54,2105,11,1
2877,31.4,42.13,2006,55,1647,47,3718,4,1
2878,52.9,45.4,1267,90,2495,75,1624,6,0
2879,39.1,46.38,1787,41,2113,62,3600,5,1
2880,31.9,53.14,2146,42,854,26,3460,4,1
2881,55.1,42.28,2630,53,904,90,3158,3,1
2882,60.3,45.73,1645,66,1845,23,1233,2,1
2883,55,43.69,2396,64,1614,38,640,14,1
2884,66.6,45.35,1632,51,2673,71,2066,6,1
2885,69.4,44.25,1332,63,3025,77,2937,2,1
2886,55.8,42.22,562,51,2302,26,4014,1,1
2887,39.9,52.9,1961,98,2089,21,2016,3,0
2888,58.7,46.21,2095,62,1035,21,4978,4,1
2889,20.9,44.83,1507,54,2039,81,491,3,1
2890,55.7,53.66,1107,65,2440,47,1026,13,1
2891,23.7,46.86,541,91,2867,32,4663,15,0
2892,41.4,50.59,2436,53,2298,57,3369,6,1
2893,60.9,45.45,2230,70,1615,75,4212,7,1
2894,33.7,50.24,2328,99,1020,48,2284,13,1
2895,55.2,51.65,2540,52,2678,31,1325,5,1
2896,46.7,44.1,2572,57,2164,91,468,3,1
2897,62,45.2,2707,68,3249,95,2158,12,1
2898,27,42.11,1486,49,1828,58,2425,13,1
2899,46.9,49.23,2075,85,3263,24,2459,10,0
2900,40.6,52.18,2414,55,1782,53,4882,5,0
2901,56.5,44.05,595,48,3217,61,2432,10,1
2902,61.1,50.94,2188,59,3435,56,1824,3,1
2903,38.8,51.08,580,57,3438,72,3718,11,0
2904,56.2,50.74,1106,78,3412,25,3695,9,1
2905,49.5,44.81,652,47,1773,91,4222,6,1
2906,21.9,52.11,2157,86,1013,67,2974,8,1
2907,20.8,51.55,2988,93,1352,65,1271,10,0
2908,64.4,43.77,1633,95,2376,82,2632,9,1
2909,63.7,47.08,2450,40,970,90,1338,9,1
2910,37.2,49.79,1810,75,2634,72,3100,6,0
2911,42.1,50.64,1724,43,2406,64,137,4,1
2912,50.7,52.96,1179,74,831,30,1272,7,1
2913,36,52.55,1622,82,844,93,740,12,1
2914,45.3,44.92,1110,81,2500,93,1421,5,1
2915,46.5,45.96,2428,53,2868,89,2479,6,1
2916,48.2,46.04,2414,75,1019,45,274,7,1
2917,54,49.32,1035,100,2221,93,892,14,0
2918,22.3,52.87,1808,46,3236,35,2392,4,1
2919,36.8,52.51,1447,41,3462,95,3286,9,1
2920,37.6,52.45,689,77,899,29,2707,8,1
2921,33.6,53.64,1970,79,1840,43,2759,10,0
2922,33.9,50.03,2023,89,2040,61,1183,4,0
2923,47,44.81,1890,60,2600,47,3972,12,1
2924,46.1,48.41,2628,83,1288,34,2474,12,0
2925,45.9,52.25,773,81,3379,63,1984,9,0
2926,22.8,43.64,2154,42,2774,25,4694,8,1
2927,69.9,45.28,1373,41,1041,75,2508,11,1
2928,33.1,45.76,1703,75,3357,20,4171,15,0
2929,23.8,48,1254,79,3273,31,3919,4,0
2930,56.2,42.71,1854,85,1162,67,3222,14,1
2931,67.5,53,2954,68,2437,90,4325,13,1
2932,36.4,49.4,657,91,809,93,4602,13,1
2933,23,46.67,2206,88,1580,24,4275,15,0
2934,44.9,46.92,972,72,2902,44,2962,4,0
2935,51.2,50.78,1419,64,2770,23,4424,3,0
2936,67.2,45.11,627,85,1746,43,2463,13,1
2937,20.5,46.06,2956,50,1639,29,449,1,1
2938,53.4,42.22,827,82,2678,23,4507,4,1
2939,32.9,43.04,2992,40,1496,59,2970,12,1
